Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,temp,location,clouds,pressure,rain,time_stamp,humidity,wind,surge_factor
87,41,Urban,Regular,87,4.36,Night,Economy,87,387.1117403297744,0.6438,Financial District,0.58,0.4141,0.135,1543521174,0.1667,0.5875,1.3191
53,33,Rural,Regular,40,3.8,Morning,Premium,139,507.9505746530285,0.6376,Haymarket Square,0.58,0.4141,0.0,1543521174,0.1667,0.588,1.2912
71,8,Suburban,Silver,57,3.68,Night,Economy,75,249.302974601016,0.6387,North End,0.58,0.4141,0.1586,1543521174,0.1667,0.5897,1.3232
32,5,Rural,Gold,80,3.55,Night,Economy,14,45.91711193197189,0.6365,North Station,0.58,0.4141,0.0,1543521174,0.1667,0.5875,1.291
91,30,Suburban,Gold,34,3.69,Afternoon,Economy,96,424.6120578300381,0.634,Northeastern University,0.58,0.4143,0.1755,1543521174,0.1852,0.5757,1.3255
47,37,Suburban,Gold,64,3.75,Morning,Economy,31,85.97357530080251,0.6432,South Station,0.58,0.4141,0.2234,1543521174,0.1667,0.5869,1.3366
23,13,Rural,Silver,42,4.55,Night,Economy,87,328.9669925908357,0.6345,Theatre District,0.58,0.4141,0.0,1543521174,0.1852,0.5841,1.2913
57,20,Rural,Regular,92,3.74,Morning,Economy,53,172.62943414987132,0.6351,West End,0.58,0.4141,0.1982,1543521174,0.1852,0.5858,1.3312
48,17,Suburban,Silver,2,4.09,Evening,Economy,85,261.9435328532634,0.3551,Back Bay,0.7,0.9689,0.1271,1544726701,0.2037,0.1146,1.3022
22,5,Urban,Gold,39,4.92,Evening,Economy,56,199.0416803252397,0.3526,Beacon Hill,0.7,0.9689,0.18,1544726701,0.2037,0.1157,1.3125
60,19,Urban,Silver,37,4.22,Evening,Economy,68,232.2834549147445,0.3546,Fenway,0.7,0.9686,0.3187,1544726701,0.2037,0.1129,1.3403
94,42,Rural,Regular,0,4.23,Morning,Premium,36,185.311838106628,0.3537,Haymarket Square,0.69,0.9691,0.0421,1544726701,0.2037,0.1168,1.2838
43,6,Suburban,Silver,34,4.4,Morning,Premium,24,153.76143970087224,0.3546,North End,0.69,0.9691,0.0,1544726701,0.2037,0.1168,1.2755
97,18,Suburban,Regular,53,4.25,Night,Premium,26,126.4771352873347,0.3537,North Station,0.69,0.9691,0.0,1544726701,0.2037,0.1157,1.2752
47,17,Rural,Silver,7,4.8,Morning,Economy,173,609.5038276051239,0.5876,Boston University,0.94,0.5441,0.0,1543208141,0.8704,0.133,1.3404
39,28,Urban,Silver,72,3.76,Afternoon,Premium,87,287.1624375675698,0.5845,Fenway,0.94,0.5441,0.0639,1543208141,0.8704,0.1392,1.3533
50,39,Suburban,Regular,94,3.81,Evening,Premium,139,406.32480651562713,0.5876,South Station,0.94,0.5443,0.1178,1543208141,0.8704,0.1498,1.3656
35,17,Urban,Regular,78,4.4,Evening,Premium,61,249.03711265544783,0.5862,Theatre District,0.94,0.5443,0.1095,1543208141,0.8704,0.1465,1.3634
28,8,Suburban,Regular,69,3.86,Evening,Premium,175,620.9016915662245,0.7167,Beacon Hill,1.0,0.0164,0.1806,1543320921,0.8889,0.071,1.3468
51,32,Rural,Regular,98,4.44,Morning,Premium,51,267.0607016773296,0.2906,Fenway,1.0,0.3185,0.0756,1545119102,0.2407,0.7088,1.3235
54,12,Suburban,Silver,84,4.98,Evening,Premium,172,715.7547930992089,0.2881,West End,1.0,0.3179,0.2614,1545119102,0.2593,0.7149,1.3617
65,10,Urban,Regular,77,4.36,Afternoon,Economy,170,430.385487919734,0.2928,Back Bay,1.0,0.3181,0.0397,1545119101,0.2407,0.7127,1.317
61,26,Rural,Gold,21,3.85,Morning,Premium,126,604.273047008686,0.2903,Beacon Hill,1.0,0.3181,0.4249,1545119101,0.2593,0.7144,1.3947
46,9,Suburban,Silver,67,4.22,Evening,Premium,47,243.5250631593867,0.2925,Boston University,1.0,0.3185,0.1546,1545119101,0.2407,0.706,1.3393
73,50,Urban,Regular,7,4.22,Night,Economy,45,176.2144067384048,0.2945,Financial District,1.0,0.3179,0.0,1545119101,0.2407,0.7194,1.3099
86,49,Urban,Regular,99,3.51,Night,Economy,130,471.4796320940979,0.2909,Haymarket Square,1.0,0.3179,0.0,1545119101,0.2593,0.7172,1.3101
75,7,Suburban,Gold,100,4.13,Morning,Economy,134,453.3769493913552,0.292,North End,1.0,0.3179,0.1362,1545119101,0.2407,0.7183,1.3367
39,29,Suburban,Silver,12,4.24,Evening,Economy,97,251.1073064574406,0.29,North Station,1.0,0.3179,0.045,1545119101,0.2593,0.7155,1.3188
33,6,Rural,Gold,90,4.81,Night,Premium,139,521.8019208244536,0.2897,Northeastern University,1.0,0.3183,0.166,1545119101,0.2593,0.7121,1.3427
40,29,Suburban,Silver,6,4.94,Night,Premium,71,346.4926515319707,0.2939,South Station,1.0,0.3179,0.1349,1545119101,0.2407,0.72,1.3369
54,35,Suburban,Silver,66,4.4,Night,Economy,77,234.0714535105622,0.2883,Theatre District,1.0,0.3179,0.0644,1545119101,0.2593,0.7172,1.3226
53,26,Urban,Gold,54,4.6,Night,Premium,52,184.0244513007148,0.5859,North Station,0.93,0.5445,0.0,1543209238,0.8704,0.1487,1.3402
81,34,Urban,Silver,98,3.55,Afternoon,Premium,164,554.8869659163038,0.5823,Northeastern University,0.92,0.5441,0.0,1543209238,0.8889,0.1548,1.3397
45,20,Urban,Regular,80,4.73,Morning,Economy,63,192.61977241404605,0.385,Back Bay,0.14,0.0632,0.0163,1543399584,0.7037,0.2996,1.1535
20,9,Urban,Silver,77,3.91,Evening,Economy,89,227.796524806166,0.3842,Beacon Hill,0.14,0.0629,0.1843,1543399584,0.7037,0.2996,1.1869
47,22,Rural,Silver,11,4.8,Afternoon,Premium,119,416.601648993299,0.3884,Boston University,0.14,0.0632,0.1014,1543399584,0.7037,0.2951,1.1706
33,18,Urban,Gold,90,3.61,Evening,Premium,146,671.7128294096442,0.378,Fenway,0.14,0.0634,0.0,1543399584,0.7222,0.2974,1.1499
78,57,Rural,Silver,5,4.82,Morning,Premium,127,552.6397714448676,0.3901,Financial District,0.14,0.0629,0.0962,1543399584,0.6852,0.303,1.1696
26,12,Rural,Silver,9,3.75,Afternoon,Economy,115,321.37240510655704,0.3789,Haymarket Square,0.14,0.0627,0.1236,1543399584,0.7222,0.3013,1.1751
62,21,Rural,Regular,61,4.57,Night,Economy,56,215.4338699200544,0.3797,North End,0.14,0.0627,0.0,1543399584,0.7222,0.3018,1.1505
84,59,Suburban,Silver,67,4.27,Morning,Premium,164,758.9961232252967,0.3775,North Station,0.14,0.0627,0.0936,1543399584,0.7222,0.3002,1.1687
49,8,Urban,Regular,1,4.06,Afternoon,Premium,157,694.4247148756359,0.3752,Northeastern University,0.14,0.0634,0.0813,1543399584,0.7222,0.2996,1.166
34,22,Suburban,Gold,34,3.64,Morning,Economy,176,617.3632185255483,0.3901,South Station,0.14,0.0629,0.0,1543399584,0.6852,0.3035,1.1504
49,30,Rural,Silver,86,3.62,Afternoon,Premium,69,328.63536897966003,0.375,Theatre District,0.14,0.0629,0.12,1543399584,0.7222,0.3018,1.1738
83,50,Rural,Regular,7,3.66,Evening,Premium,100,376.3000600585162,0.3758,West End,0.14,0.0627,0.1463,1543399584,0.7222,0.3002,1.179
88,5,Urban,Silver,89,3.59,Night,Economy,27,70.20380336705749,0.7569,Back Bay,0.91,0.7237,0.2137,1544885101,0.8148,0.2035,1.4262
90,71,Suburban,Gold,88,3.84,Morning,Economy,167,451.6848649701074,0.7544,Beacon Hill,0.91,0.7237,0.2098,1544885101,0.8148,0.2051,1.4252
65,5,Rural,Silver,24,3.54,Night,Economy,119,301.40392677127403,0.7483,Boston University,0.91,0.7237,0.0,1544885101,0.8333,0.2063,1.3834
73,28,Urban,Silver,22,4.57,Afternoon,Economy,53,153.39607111804412,0.7611,Fenway,0.91,0.7235,0.0,1544885101,0.8148,0.2035,1.3841
85,62,Suburban,Silver,54,3.78,Morning,Economy,114,339.66230419418656,0.7605,Financial District,0.92,0.7235,0.1403,1544885101,0.8148,0.2029,1.4135
65,27,Rural,Gold,62,3.54,Night,Premium,162,733.4425366578176,0.7608,Haymarket Square,0.91,0.7237,0.1401,1544885101,0.7963,0.2057,1.4114
74,42,Urban,Gold,88,3.5,Evening,Economy,77,203.8363809804033,0.7608,North End,0.92,0.7237,0.1403,1544885101,0.7963,0.2057,1.4129
41,7,Rural,Gold,68,4.3,Evening,Premium,66,284.5088586099128,0.7628,North Station,0.91,0.7237,0.571,1544885101,0.7963,0.2068,1.498
79,23,Urban,Gold,88,3.88,Night,Economy,164,492.1134583590864,0.7617,Northeastern University,0.92,0.7235,0.1476,1544885101,0.8148,0.2012,1.415
53,7,Urban,Silver,64,4.55,Night,Premium,10,86.19117981050438,0.7608,South Station,0.92,0.7235,0.2204,1544885101,0.8148,0.2012,1.4294
35,14,Urban,Silver,74,5.0,Night,Premium,175,727.8809447636283,0.7614,Theatre District,0.92,0.7235,0.197,1544885101,0.8148,0.2023,1.4249
53,40,Rural,Gold,79,3.66,Evening,Premium,30,158.65264164620277,0.7617,West End,0.91,0.7237,0.1579,1544885101,0.7963,0.2063,1.4151
36,23,Urban,Silver,42,4.66,Morning,Economy,14,44.52503661261306,0.6248,Fenway,0.88,0.7103,0.0332,1544971502,0.4815,0.3874,1.3662
38,25,Urban,Regular,2,4.24,Morning,Premium,128,452.4258268814717,0.6287,South Station,0.87,0.7107,0.1718,1544971502,0.4815,0.3985,1.3942
52,36,Rural,Silver,1,4.52,Morning,Premium,36,152.64047921471024,0.6242,West End,0.87,0.7111,0.0,1544971502,0.4815,0.3913,1.3584
91,64,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689053783,0.4479,Financial District,0.14,0.0704,0.0433,1543389891,0.5926,0.3499,1.1685
87,5,Urban,Silver,59,4.32,Night,Economy,42,151.35930066309265,0.4281,Haymarket Square,0.14,0.0702,0.0111,1543389891,0.6296,0.3482,1.1608
96,20,Suburban,Gold,88,3.6,Evening,Premium,71,242.27196569085137,0.5977,Back Bay,0.65,0.7453,0.0844,1543697574,0.3333,0.0838,1.3036
83,59,Urban,Gold,8,4.85,Morning,Economy,31,119.0485543701777,0.5963,Beacon Hill,0.64,0.7453,0.3726,1543697574,0.3333,0.0833,1.3595
48,23,Rural,Gold,0,4.46,Afternoon,Economy,174,472.56954081275165,0.5999,Boston University,0.65,0.7453,0.0,1543697574,0.3333,0.0838,1.2871
65,19,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506052282,0.5954,Fenway,0.65,0.745,0.1624,1543697574,0.3333,0.0844,1.3189
79,29,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855256604135,0.6077,Financial District,0.64,0.7453,0.0,1543697574,0.3148,0.0833,1.2858
100,22,Suburban,Silver,45,4.23,Night,Premium,141,551.365137615676,0.5957,Haymarket Square,0.64,0.7453,0.0129,1543697574,0.3333,0.0827,1.2874
73,63,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181945871103,0.5963,North End,0.63,0.7453,0.2144,1543697574,0.3333,0.0827,1.3263
79,67,Rural,Gold,56,4.01,Evening,Premium,151,501.2363000548165,0.5951,North Station,0.63,0.7453,0.0821,1543697574,0.3333,0.0827,1.2996
88,55,Rural,Regular,56,4.0,Night,Premium,26,159.60691863182956,0.5946,Northeastern University,0.66,0.745,0.0,1543697574,0.3333,0.085,1.2879
76,34,Suburban,Silver,10,4.92,Morning,Economy,103,359.8010509571677,0.6072,South Station,0.65,0.7453,0.0,1543697574,0.3148,0.0838,1.2872
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695624527248,0.5937,Theatre District,0.65,0.7453,0.1615,1543697574,0.3333,0.0838,1.3184
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.5040759704239,0.594,West End,0.64,0.7453,0.0,1543697574,0.3333,0.0827,1.2846
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.683239513509,0.3875,Back Bay,0.41,0.0794,0.1018,1543398144,0.7222,0.3605,1.2201
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275101964327,0.38,Fenway,0.41,0.0798,0.0797,1543398144,0.7222,0.3577,1.2143
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.442890652890384,0.382,Haymarket Square,0.4,0.0789,0.0,1543398144,0.7222,0.3633,1.1976
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.424915281181,0.3764,Northeastern University,0.41,0.0798,0.3506,1543398144,0.7407,0.3605,1.2691
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929390993806,0.4049,South Station,0.4,0.0794,0.1556,1543398144,0.6852,0.3656,1.2306
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,0.3761,Theatre District,0.4,0.0794,0.0,1543398144,0.7407,0.3639,1.1978
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,0.6893,Back Bay,1.0,0.2106,0.0145,1543297520,0.8148,0.7798,1.3961
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,0.689,Beacon Hill,1.0,0.2108,0.0141,1543297520,0.8148,0.7854,1.3965
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,0.6915,Boston University,1.0,0.211,0.0094,1543297520,0.8148,0.7708,1.3945
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,0.682,Fenway,1.0,0.2106,0.0137,1543297520,0.8333,0.7719,1.395
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083732,0.6616,Financial District,1.0,0.2219,0.0205,1543297520,0.8333,0.5523,1.3724
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508212173,0.6862,Haymarket Square,1.0,0.2108,0.015,1543297520,0.8148,0.7909,1.3968
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,0.6566,North End,1.0,0.2223,0.0154,1543297520,0.8519,0.5545,1.3718
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,0.6837,North Station,1.0,0.211,0.0124,1543297520,0.8333,0.7893,1.3967
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,0.6809,Northeastern University,1.0,0.2104,0.0163,1543297520,0.8333,0.7753,1.3956
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,0.6991,South Station,1.0,0.2104,0.0231,1543297520,0.7963,0.7898,1.3993
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,0.6549,Theatre District,1.0,0.2219,0.0188,1543297520,0.8519,0.5511,1.3719
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,0.6823,West End,1.0,0.211,0.0132,1543297520,0.8333,0.7876,1.3965
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,0.6049,Back Bay,0.27,0.9349,0.0979,1544805902,0.3889,0.2219,1.2859
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,0.603,Beacon Hill,0.27,0.9351,0.0,1544805902,0.3889,0.223,1.2662
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,0.6072,Boston University,0.27,0.9347,0.1838,1544805902,0.3889,0.2208,1.3033
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,0.594,Financial District,0.27,0.9351,0.0,1544805902,0.4074,0.2236,1.2658
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,0.6018,North Station,0.26,0.9351,0.059,1544805902,0.3889,0.2247,1.2765
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,0.6111,Northeastern University,0.27,0.9349,0.139,1544805902,0.3889,0.2202,1.2949
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,0.5971,South Station,0.27,0.9351,0.1856,1544805902,0.4074,0.223,1.3034
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,0.6058,Theatre District,0.27,0.9351,0.0,1544805902,0.3889,0.2225,1.2666
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,0.6013,West End,0.27,0.9351,0.0306,1544805902,0.3889,0.2241,1.2722
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,0.7228,Back Bay,0.98,0.5246,0.0126,1543251908,0.7593,0.3242,1.3808
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,0.7228,Boston University,0.98,0.5246,0.0,1543251908,0.7593,0.3141,1.3773
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,0.7253,Fenway,0.98,0.5246,0.3017,1543251908,0.7593,0.3175,1.4383
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,0.7223,Haymarket Square,0.98,0.5244,0.1262,1543251908,0.7593,0.3315,1.4041
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,0.7231,North End,0.98,0.5244,0.0,1543251908,0.7593,0.3331,1.3792
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,0.7231,North Station,0.98,0.5244,0.1923,1543251908,0.7593,0.3292,1.4172
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,0.7276,Northeastern University,0.98,0.5249,0.3478,1543251908,0.7407,0.322,1.4474
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,0.7251,South Station,0.98,0.5246,0.2071,1543251908,0.7407,0.3343,1.4201
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,0.7256,Theatre District,0.98,0.5246,0.0,1543251908,0.7407,0.3304,1.3784
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,0.7228,West End,0.98,0.5244,0.0114,1543251908,0.7593,0.3281,1.3809
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,0.5306,Back Bay,0.96,0.6185,0.2374,1543618374,0.3704,0.166,1.368
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,0.53,Beacon Hill,0.96,0.6185,0.0,1543618374,0.3704,0.1627,1.3201
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,0.5298,Boston University,0.96,0.6185,0.1312,1543618374,0.3704,0.1722,1.3473
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,0.5253,Fenway,0.96,0.6185,0.1738,1543618374,0.3889,0.1716,1.356
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,0.5611,Financial District,0.96,0.6183,0.0,1543618374,0.3333,0.1599,1.3226
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,0.5306,Haymarket Square,0.96,0.6183,0.0662,1543618374,0.3704,0.1599,1.3332
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,0.5317,North End,0.96,0.6183,0.0,1543618374,0.3704,0.1587,1.32
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,0.5295,North Station,0.96,0.6185,0.0,1543618374,0.3704,0.1604,1.3198
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,0.5264,Northeastern University,0.96,0.6185,0.0412,1543618374,0.3889,0.1688,1.3294
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,0.5613,South Station,0.96,0.6183,0.0,1543618374,0.3333,0.1599,1.3227
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,0.5286,Theatre District,0.96,0.6185,0.2845,1543618374,0.3704,0.1621,1.3768
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,0.5281,West End,0.96,0.6185,0.0,1543618374,0.3889,0.1615,1.3207
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,0.5882,Back Bay,0.83,0.1246,0.017,1543442529,0.3333,0.5003,1.2953
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,0.5873,Beacon Hill,0.83,0.1244,0.0907,1543442529,0.3333,0.5003,1.3099
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,0.587,Boston University,0.83,0.1248,0.2599,1543442529,0.3333,0.4958,1.3433
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,0.6091,Financial District,0.84,0.1242,0.0,1543442529,0.2963,0.5036,1.295
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,0.5907,Haymarket Square,0.84,0.1242,0.224,1543442529,0.3333,0.5014,1.3386
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,0.5921,North End,0.84,0.124,0.0752,1543442529,0.3333,0.502,1.3091
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,0.5912,North Station,0.83,0.1242,0.0,1543442529,0.3333,0.5003,1.2923
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,0.5912,Northeastern University,0.84,0.1248,0.1335,1543442529,0.3333,0.5008,1.3206
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,0.6102,South Station,0.84,0.1242,0.0995,1543442529,0.2963,0.5042,1.3151
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,0.5935,Theatre District,0.84,0.1244,0.0,1543442529,0.3333,0.5031,1.2944
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,0.5898,West End,0.83,0.1242,0.0829,1543442529,0.3333,0.5003,1.3087
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,0.6837,Back Bay,0.99,0.3638,0.202,1543281514,0.8333,0.6126,1.4308
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,0.6843,Beacon Hill,0.99,0.3644,0.2409,1543281514,0.8333,0.6154,1.439
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,0.6832,Boston University,0.99,0.3631,0.1666,1543281514,0.8333,0.6059,1.4229
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,0.6776,Fenway,0.99,0.3627,0.1577,1543281514,0.8519,0.607,1.4212
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,0.7055,Financial District,0.99,0.3646,0.2722,1543281514,0.7778,0.6199,1.4461
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,0.6845,Haymarket Square,0.99,0.3651,0.2859,1543281514,0.8333,0.6193,1.4485
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,0.6859,North End,0.99,0.3653,0.3009,1543281514,0.8333,0.6205,1.4518
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,0.6832,North Station,0.99,0.3651,0.279,1543281514,0.8333,0.6182,1.4468
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,0.6778,Northeastern University,0.99,0.3629,0.1669,1543281514,0.8519,0.6098,1.4234
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,0.7047,South Station,0.99,0.3644,0.2613,1543281514,0.7963,0.6199,1.4447
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,0.6809,Theatre District,0.99,0.3642,0.2398,1543281514,0.8333,0.6171,1.4384
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,0.6815,West End,0.99,0.3648,0.2617,1543281514,0.8333,0.6171,1.4429
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,0.3294,Beacon Hill,0.83,0.9904,0.0241,1544741102,0.3519,0.1135,1.3067
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,0.3277,Boston University,0.83,0.9904,0.0885,1544741102,0.3333,0.1124,1.3183
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,0.3655,Financial District,0.84,0.9906,0.1593,1544741102,0.2963,0.1157,1.3381
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,0.3174,Northeastern University,0.84,0.9904,0.2786,1544741102,0.3704,0.1151,1.3584
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374316,0.3213,Theatre District,0.84,0.9904,0.0,1544741102,0.3704,0.1151,1.3033
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,0.323,West End,0.83,0.9906,0.3492,1544741102,0.3519,0.1129,1.3707
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,0.537,Back Bay,1.0,0.3687,0.0,1545029101,0.8333,0.5947,1.3686
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,0.5373,Beacon Hill,1.0,0.3689,0.0543,1545029101,0.8333,0.5992,1.3799
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,0.5351,Boston University,1.0,0.3695,0.1497,1545029101,0.8333,0.5813,1.397
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,0.5303,Fenway,1.0,0.3689,0.1102,1545029101,0.8519,0.5852,1.3896
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,0.5597,Financial District,1.0,0.3683,0.0,1545029101,0.7963,0.6082,1.3714
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,0.5376,Haymarket Square,1.0,0.3687,0.047,1545029101,0.8333,0.6048,1.3791
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,0.539,North End,1.0,0.3687,0.0102,1545029101,0.8333,0.607,1.3721
